FUENTE_PAGO,ID_PAGO,FECHA_PAGO,FECHA_REMESA,IDCLIENTE,IDMOROSO,MONTO
MEMO_PAGO_OPERADOR,845282,2021-04-07,,HSBC_LEGALES_TEMP,8341,0
MEMO_PAGO_OPERADOR,864418,2021-06-30,2021-06-30,FRANCES_2012,2273,5260
MEMO_PAGO_OPERADOR,835766,2021-02-03,,HSBC_LEGALES14,5108,0
MEMO_PAGO_OPERADOR,776861,2020-05-11,2020-10-27,FRANCES_2012,8428,0
MEMO_PAGO_OPERADOR,816770,2020-11-24,2020-11-26,BSR_TARDIA,2865,10000
MEMO_PAGO_OPERADOR,777229,2020-05-13,2020-05-13,FRANCES_2012,9804,6100
MEMO_PAGO_OPERADOR,802544,2020-09-15,2020-09-16,FRANCES_2012,2572,8845
PAGO,872781,2020-02-05,,FRANCES_2012,1299,1000
PAGO,1269596,2021-07-14,,BSR_TARDIA,5814,9756
MEMO_PAGO_OPERADOR,851083,2021-04-30,2021-04-30,FRANCES_2012,1164,6250
MEMO_PAGO_OPERADOR,773121,2020-04-26,2020-04-27,FRANCES_2012,7601,2200
MEMO_PAGO_OPERADOR,851829,2021-05-07,,FRANCES_2012,8489,0
MEMO_PAGO_OPERADOR,782389,2020-06-09,2020-06-09,FRANCES_2012,2502,12000
MEMO_PAGO_OPERADOR,774973,2020-05-07,2020-05-07,FRANCES_2012,9100,1512
PAGOPOTENCIAL,109198,2020-12-09,,AMEX_QRNM,9933,17060
MEMO_PAGO_OPERADOR,757188,2020-01-30,2020-01-31,BSR_TARDIA,5320,3600
PAGOPOTENCIAL,60874,2020-09-09,,AMEX_PNCM,3593,76988.71
MEMO_PAGO_OPERADOR,757664,2020-01-31,2020-01-31,FRANCES_2012,3482,5227
MEMO_PAGO_OPERADOR,779704,2020-05-22,2020-05-26,FRANCES_2012,3517,6800
PAGOPOTENCIAL,57380,2020-09-01,,AMEX_TNLM,3419,4000
MEMO_PAGO_OPERADOR,788316,2020-07-11,2020-07-14,FRANCES_2012,3528,3965
OP_BBVA,218,2020-11-17,,FRANCES_2012,6531,123500
MEMO_PAGO_OPERADOR,789568,2020-07-17,2020-07-17,FRANCES_2012,3510,4000
PAGOPOTENCIAL,19171,2020-08-06,,HSBC_LEGALES_TEMP,6198,69000
MEMO_PAGO_OPERADOR,799516,2020-09-03,2020-09-04,FRANCES_2012,7507,1700
MEMO_PAGO_OPERADOR,751420,2020-01-07,2020-01-08,FRANCES_2012,9013,11600
MEMO_PAGO_OPERADOR,805165,2020-09-29,,FRANCES_2012,1680,0
MEMO_PAGO_OPERADOR,793114,2020-07-31,2020-08-06,FRANCES_2012,3514,1640
MEMO_PAGO_OPERADOR,827757,2021-01-09,2021-01-11,BSR_TARDIA,5750,10500
MEMO_PAGO_OPERADOR,785130,2020-06-23,2020-06-24,FRANCES_2012,9886,2460
MEMO_PAGO_OPERADOR,860863,2021-06-06,2021-06-08,BSR_TARDIA,9426,2062
MEMO_PAGO_OPERADOR,825225,2020-12-28,2020-12-28,FRANCES_2012,5349,5700
MEMO_PAGO_OPERADOR,781837,2020-06-05,2020-06-08,FRANCES_2012,2696,4060
PAGOPOTENCIAL,112509,2021-02-01,,HSBC_LEGALES14,8923,1800
MEMO_PAGO_OPERADOR,843972,2021-03-16,,FRANCES_2012,8609,0
MEMO_PAGO_OPERADOR,774128,2020-04-30,2020-05-04,FRANCES_2012,6360,1500
MEMO_PAGO_OPERADOR,777496,2020-05-13,2020-05-14,FRANCES_2012,7027,8670
MEMO_PAGO_OPERADOR,794744,2020-08-14,2020-08-14,FRANCES_2012,1267,13681
MEMO_PAGO_OPERADOR,786607,2020-06-30,2020-06-30,FRANCES_2012,1524,40000
MEMO_PAGO_OPERADOR,864270,2021-06-29,2021-06-29,FRANCES_2012,8227,2351
PAGOPOTENCIAL,49003,2020-06-26,,AMEX_PARM,6629,238580
MEMO_PAGO_OPERADOR,774411,2020-05-03,2020-10-27,FRANCES_2012,3427,0
MEMO_PAGO_OPERADOR,816060,2020-11-16,2020-11-20,FRANCES_2012,8101,5000
MEMO_PAGO_OPERADOR,851368,2021-05-04,,HSBC_LEGALES14,9667,0
MEMO_PAGO_OPERADOR,835694,2021-02-03,2021-02-04,FRANCES_2012,6064,7000
MEMO_PAGO_OPERADOR,783944,2020-06-10,2020-06-18,BSR_TARDIA,2926,3538
MEMO_PAGO_OPERADOR,791358,2020-07-27,2020-07-27,FRANCES_2012,9115,2200
MEMO_PAGO_OPERADOR,757094,2020-01-29,2020-01-29,FRANCES_2012,4749,211400
MEMO_PAGO_OPERADOR,845871,2021-04-12,,FRANCES_2012,2422,0
MEMO_PAGO_OPERADOR,764730,2020-03-06,2020-03-10,HSBC_LEGALES_TEMP,7436,7110
PAGOPOTENCIAL,31772,2020-08-12,,AMEX_PFLM,7508,1692.22
MEMO_PAGO_OPERADOR,760364,2020-02-13,2020-02-13,FRANCES_2012,7327,2085
MEMO_PAGO_OPERADOR,803271,2020-09-18,2020-09-21,FRANCES_2012,6906,2450
MEMO_PAGO_OPERADOR,808901,2020-10-15,,HSBC_LEGALES14,3723,0
MEMO_PAGO_OPERADOR,783162,2020-06-11,2020-06-12,FRANCES_2012,7002,1520
MEMO_PAGO_OPERADOR,815112,2020-11-11,2020-11-12,FRANCES_2012,1458,4100
MEMO_PAGO_OPERADOR,786588,2020-06-30,2020-06-30,FRANCES_2012,4391,18400
MEMO_PAGO_OPERADOR,864424,2021-06-30,2021-06-30,FRANCES_2012,7351,7000
PAGOPOTENCIAL,87865,2020-09-29,,AMEX_PALM,1103,6165.29
MEMO_PAGO_OPERADOR,845857,2021-04-12,2021-04-13,FRANCES_2012,2385,14800
PAGOPOTENCIAL,16887,2020-10-16,,AMEX_ALHR,1552,25340.01
MEMO_PAGO_OPERADOR,794466,2020-08-12,,FRANCES_2012,1589,0
MEMO_PAGO_OPERADOR,801988,2020-09-13,2020-09-14,FRANCES_2012,8080,3563
PAGOPOTENCIAL,109521,2020-12-15,,AMEX_PALM,9326,7999.78
MEMO_PAGO_OPERADOR,837520,2021-02-22,2021-02-23,FRANCES_2012,6648,8200
MEMO_PAGO_OPERADOR,858528,2021-05-24,2021-05-26,FRANCES_2012,8156,8600
PAGOPOTENCIAL,97351,2020-05-08,,AMEX_PALM,8519,5000
MEMO_PAGO_OPERADOR,840820,2021-03-12,2021-03-15,FRANCES_2012,7019,5700
MEMO_PAGO_OPERADOR,759790,2020-02-11,2020-02-14,BSR_TARDIA,7836,1770
PAGOPOTENCIAL,50592,2020-03-06,,AMEX_PARM,7829,10000
MEMO_PAGO_OPERADOR,809275,2020-10-16,2020-10-19,FRANCES_2012,9747,600
MEMO_PAGO_OPERADOR,764251,2020-03-04,2020-03-09,BSR_TARDIA,9743,440.71
MEMO_PAGO_OPERADOR,778222,2020-05-18,2020-05-19,FRANCES_2012,1481,7250
MEMO_PAGO_OPERADOR,752696,2020-01-13,2020-01-14,FRANCES_2012,3816,3000
MEMO_PAGO_OPERADOR,782269,2020-06-08,2020-06-10,FRANCES_2012,4965,2400
MEMO_PAGO_OPERADOR,774937,2020-05-07,2020-05-07,FRANCES_2012,6987,3000
MEMO_PAGO_OPERADOR,769450,2020-04-01,2020-04-02,FRANCES_2012,2785,13705
MEMO_PAGO_OPERADOR,806111,2020-10-06,2020-10-06,FRANCES_2012,4410,2000
MEMO_PAGO_OPERADOR,836178,2021-02-07,2021-02-09,FRANCES_2012,4338,5000
MEMO_PAGO_OPERADOR,809335,2020-10-15,2020-10-19,FRANCES_2012,3903,6591
MEMO_PAGO_OPERADOR,767066,2020-03-11,2020-03-13,BSR_TARDIA,3851,10000
MEMO_PAGO_OPERADOR,781168,2020-06-02,2020-06-03,FRANCES_2012,9449,300
MEMO_PAGO_OPERADOR,824499,2020-12-19,2020-12-22,FRANCES_2012,3043,300
MEMO_PAGO_OPERADOR,793213,2020-08-06,,FRANCES_2012,6038,0
MEMO_PAGO_OPERADOR,824999,2020-12-24,,FRANCES_2012,7410,0
MEMO_PAGO_OPERADOR,811183,2020-10-29,2020-10-30,FRANCES_2012,9610,1600
MEMO_PAGO_OPERADOR,772792,2020-04-24,2020-04-27,BSR_TARDIA,5425,1250
PAGOPOTENCIAL,56264,2020-07-01,,AMEX_PFLM,7974,4550
MEMO_PAGO_OPERADOR,811620,2020-11-02,2020-11-02,FRANCES_2012,4449,4905
OP_BBVA,103,2020-09-05,,FRANCES_2012,9683,174800
MEMO_PAGO_OPERADOR,766562,2020-03-09,2020-03-11,BSR_TARDIA,1602,9600
MEMO_PAGO_OPERADOR,799237,2020-09-01,2020-09-02,FRANCES_2012,1454,2585
MEMO_PAGO_OPERADOR,789703,2020-07-17,2020-07-22,BSR_TARDIA,3279,11015
PAGO,412465,2020-01-16,,FRANCES_2012,5958,1600
PAGOPOTENCIAL,112474,2021-02-10,,AMEX_TNLM,9855,4014.16
MEMO_PAGO_OPERADOR,787707,2020-07-06,2020-10-27,FRANCES_2012,3446,0
MEMO_PAGO_OPERADOR,766991,2020-03-11,2020-10-27,FRANCES_2012,6182,0
MEMO_PAGO_OPERADOR,799837,2020-08-28,2020-09-09,FRANCES_2012,8633,5200
MEMO_PAGO_OPERADOR,787544,2020-07-06,2020-10-27,FRANCES_2012,6933,0
MEMO_PAGO_OPERADOR,792349,2020-07-31,2020-07-31,FRANCES_2012,7211,15805
MEMO_PAGO_OPERADOR,860801,2021-06-04,2021-06-07,FRANCES_2012,7462,6000
MEMO_PAGO_OPERADOR,798522,2020-08-28,2020-08-31,FRANCES_2012,6391,7000
PAGOPOTENCIAL,118254,2021-05-24,,AMEX_PARM,4023,1000
PAGOPOTENCIAL,112611,2021-02-12,,AMEX_ALHR,9393,3600
MEMO_PAGO_OPERADOR,796564,2020-08-24,2020-08-25,FRANCES_2012,3526,2600
MEMO_PAGO_OPERADOR,841082,2021-03-15,2021-03-16,FRANCES_2012,1055,500
MEMO_PAGO_OPERADOR,803469,2020-09-20,,HSBC_LEGALES14,2440,0
MEMO_PAGO_OPERADOR,786836,2020-06-30,2020-07-02,FRANCES_2012,9779,2050
PAGOPOTENCIAL,29204,2020-08-12,,AMEX_PFLM,3080,4443.21
MEMO_PAGO_OPERADOR,789941,2020-07-20,2020-07-20,FRANCES_2012,6229,3740
MEMO_PAGO_OPERADOR,787257,2020-07-02,2020-07-03,FRANCES_2012,8252,300
MEMO_PAGO_OPERADOR,777285,2020-05-13,2020-05-14,BSR_TARDIA,2677,537.08
MEMO_PAGO_OPERADOR,764654,2020-03-05,2020-03-06,FRANCES_2012,1522,1880
MEMO_PAGO_OPERADOR,784617,2020-06-22,2020-06-22,FRANCES_2012,8102,1000
PAGOPOTENCIAL,123775,2021-07-23,,AMEX_ALHR,7088,5900
MEMO_PAGO_OPERADOR,805135,2020-09-28,2020-09-30,FRANCES_2012,7903,1960
MEMO_PAGO_OPERADOR,809514,2020-10-20,2020-10-20,FRANCES_2012,8124,10000
MEMO_PAGO_OPERADOR,856348,2021-05-20,2021-05-21,FRANCES_2012,8949,11600
MEMO_PAGO_OPERADOR,798900,2020-08-31,2020-08-31,FRANCES_2012,4241,6000
PAGOPOTENCIAL,105735,2020-11-03,,AMEX_PNCM,2944,1532.16
PAGOPOTENCIAL,111324,2021-01-11,,HSBC_LEGALES14,5132,12420
MEMO_PAGO_OPERADOR,796375,2020-08-24,2020-08-25,FRANCES_2012,9389,1300
MEMO_PAGO_OPERADOR,760489,2020-02-13,2020-02-14,FRANCES_2012,6675,3900
MEMO_PAGO_OPERADOR,862508,2021-06-10,2021-06-10,FRANCES_2012,7044,16000
PAGOPOTENCIAL,115941,2021-04-05,,HSBC_LEGALES14,3106,11500
PAGOPOTENCIAL,123471,2021-07-13,,HSBC_2019,9589,7460
MEMO_PAGO_OPERADOR,798052,2020-08-27,2020-08-27,FRANCES_2012,3839,3500
MEMO_PAGO_OPERADOR,847495,2021-04-19,2021-04-20,BSR_TARDIA,5069,2850
MEMO_PAGO_OPERADOR,762415,2020-02-26,2020-02-26,FRANCES_2012,6192,20000
MEMO_PAGO_OPERADOR,841362,2021-03-17,2021-03-18,FRANCES_2012,6925,21300
MEMO_PAGO_OPERADOR,794326,2020-08-11,2020-08-12,FRANCES_2012,9476,1550
MEMO_PAGO_OPERADOR,805314,2020-09-29,2020-09-30,FRANCES_2012,9194,4600
MEMO_PAGO_OPERADOR,832220,2021-01-20,,BSR_TARDIA,7149,0
MEMO_PAGO_OPERADOR,825635,2020-12-29,2020-12-30,FRANCES_2012,5433,2745
MEMO_PAGO_OPERADOR,758792,2020-02-06,2020-10-27,FRANCES_2012,3629,0
MEMO_PAGO_OPERADOR,808683,2020-10-14,2020-10-15,FRANCES_2012,4978,3900
PAGOPOTENCIAL,116269,2021-04-13,,HSBC_LEGALES14,3710,100
PAGO,1258650,2021-05-20,,BSR_TARDIA,1067,2250
PAGOPOTENCIAL,28159,2020-08-10,,HSBC_2019,1951,1140
PAGO,1267040,2021-07-02,,BSR_TARDIA,6739,5481
MEMO_PAGO_OPERADOR,762057,2020-02-21,2020-02-21,FRANCES_2012,5316,50000
MEMO_PAGO_OPERADOR,769989,2020-04-07,2020-04-07,FRANCES_2012,6032,2900
MEMO_PAGO_OPERADOR,836589,2021-02-11,2021-02-11,FRANCES_2012,2433,21500
MEMO_PAGO_OPERADOR,821913,2020-12-10,2020-12-11,FRANCES_2012,1970,5617
MEMO_PAGO_OPERADOR,758475,2020-01-14,2020-02-05,FRANCES_2012,1372,2800
MEMO_PAGO_OPERADOR,864280,2021-06-29,2021-06-29,FRANCES_2012,5123,800
MEMO_PAGO_OPERADOR,843798,2021-03-23,2021-03-25,HSBC_LEGALES_TEMP,2292,5424
MEMO_PAGO_OPERADOR,758369,2020-02-05,2020-10-27,FRANCES_2012,5359,0
PAGOPOTENCIAL,90485,2020-04-30,,AMEX_PNCM,7935,28077.51
MEMO_PAGO_OPERADOR,868687,2021-07-19,2021-07-19,FRANCES_2012,6435,8542
MEMO_PAGO_OPERADOR,844806,2021-03-31,2021-03-31,FRANCES_2012,7730,4150
OP_BBVA,20,2020-11-28,,FRANCES_2012,4158,135800
PAGOPOTENCIAL,123658,2021-07-21,,AMEX_ALLR,3280,1900
PAGOPOTENCIAL,107480,2020-11-17,,AMEX_PARM,8590,5000
MEMO_PAGO_OPERADOR,830626,2020-12-04,2021-01-19,BSR_TARDIA,1385,11600
MEMO_PAGO_OPERADOR,818738,2020-11-30,2020-12-02,FRANCES_2012,7426,2700
PAGOPOTENCIAL,27199,2020-06-04,,AMEX_PARM,6329,14500
MEMO_PAGO_OPERADOR,815747,2020-11-17,,HSBC_2019,1465,0
MEMO_PAGO_OPERADOR,849584,2021-04-12,2021-04-30,BSR_TARDIA,1066,1322.32
MEMO_PAGO_OPERADOR,772849,2020-04-23,2020-04-24,FRANCES_2012,5344,1670
PAGOPOTENCIAL,109934,2020-12-28,,AMEX_PALM,9963,8500
MEMO_PAGO_OPERADOR,832818,2021-01-27,2021-01-27,FRANCES_2012,8621,2200
PAGOPOTENCIAL,28473,2020-02-06,,AMEX_PALM,4569,4069.99
MEMO_PAGO_OPERADOR,816386,2020-11-24,2020-11-26,BSR_TARDIA,4562,12000
MEMO_PAGO_OPERADOR,752795,2020-01-14,2020-01-14,FRANCES_2012,6591,3600
MEMO_PAGO_OPERADOR,843757,2021-03-22,2021-03-29,BSR_TARDIA,5294,4428
PAGOPOTENCIAL,109772,2020-12-22,,HSBC_LEGALES_TEMP,4698,1700
MEMO_PAGO_OPERADOR,779811,2020-05-26,2020-05-27,FRANCES_2012,3628,1500
MEMO_PAGO_OPERADOR,769849,2020-04-06,2020-04-06,FRANCES_2012,8510,2300
MEMO_PAGO_OPERADOR,815713,2020-11-10,2020-11-18,FRANCES_2012,3392,2380
PAGOPOTENCIAL,24837,2020-06-02,,AMEX_PALM,8263,14441.72
MEMO_PAGO_OPERADOR,825318,2020-12-28,2020-12-29,FRANCES_2012,5563,2000
PAGOPOTENCIAL,63581,2020-03-16,,AMEX_PALM,2854,2400
MEMO_PAGO_OPERADOR,811184,2020-10-29,2020-10-30,FRANCES_2012,8841,2800
PAGOPOTENCIAL,59745,2020-07-03,,AMEX_PBRM,4991,2700
MEMO_PAGO_OPERADOR,836904,2021-02-17,2021-02-19,BSR_TARDIA,5221,2500
PAGOPOTENCIAL,113093,2021-03-05,,HSBC_LEGALES14,9612,20000
MEMO_PAGO_OPERADOR,762670,2020-02-26,2020-02-27,FRANCES_2012,1695,3100
MEMO_PAGO_OPERADOR,822301,2020-12-14,2020-12-14,FRANCES_2012,4509,3150
MEMO_PAGO_OPERADOR,758422,2020-02-05,2020-02-05,FRANCES_2012,1179,500
MEMO_PAGO_OPERADOR,847238,2021-04-15,2021-04-15,FRANCES_2012,9179,2700
MEMO_PAGO_OPERADOR,830603,2020-12-18,,FRANCES_2012,2515,0
MEMO_PAGO_OPERADOR,837538,2021-02-22,2021-02-23,FRANCES_2012,2066,2760
PAGOPOTENCIAL,95885,2020-01-02,,AMEX_PALM,2272,10000
MEMO_PAGO_OPERADOR,796049,2020-08-11,2020-08-25,HSBC_LEGALES_TEMP,4871,17000
MEMO_PAGO_OPERADOR,763687,2020-02-29,2020-03-03,HSBC_LEGALES_TEMP,7637,3000
MEMO_PAGO_OPERADOR,838050,2021-02-25,2021-02-26,FRANCES_2012,3114,2700
MEMO_PAGO_OPERADOR,770163,2020-04-07,2020-04-08,FRANCES_2012,9951,4270
MEMO_PAGO_OPERADOR,863641,2021-06-23,2021-06-24,FRANCES_2012,8302,13500
MEMO_PAGO_OPERADOR,839013,2021-02-26,,FRANCES_2012,4115,0
MEMO_PAGO_OPERADOR,816795,2020-11-24,2020-11-26,FRANCES_2012,5475,3630
MEMO_PAGO_OPERADOR,756157,2020-01-24,2020-01-29,BSR_TARDIA,6818,1300
MEMO_PAGO_OPERADOR,843705,2021-03-22,2021-03-23,FRANCES_2012,9583,1000
MEMO_PAGO_OPERADOR,839080,2021-03-08,,FRANCES_2012,4141,0
PAGOPOTENCIAL,111140,2021-01-04,,AMEX_TNLM,6573,12750
MEMO_PAGO_OPERADOR,795887,2020-08-21,2020-08-21,FRANCES_2012,5441,3570
PAGOPOTENCIAL,111431,2021-01-11,,AMEX_PALM,8554,6059.74
MEMO_PAGO_OPERADOR,862846,2021-06-12,2021-06-15,FRANCES_2012,7152,22750
MEMO_PAGO_OPERADOR,844768,2021-03-30,,HSBC_LEGALES14,7550,0
MEMO_PAGO_OPERADOR,867088,2021-07-13,,FRANCES_2012,4384,0
MEMO_PAGO_OPERADOR,816608,2020-11-20,2020-11-25,FRANCES_2012,1550,2640
MEMO_PAGO_OPERADOR,864448,2021-06-30,2021-06-30,FRANCES_2012,7877,2000
MEMO_PAGO_OPERADOR,781288,2020-06-02,2020-06-03,FRANCES_2012,6919,3580
MEMO_PAGO_OPERADOR,764714,2020-03-05,2020-10-27,FRANCES_2012,9526,0
MEMO_PAGO_OPERADOR,792366,2020-07-31,2020-07-31,FRANCES_2012,1354,1961
PAGOPOTENCIAL,75872,2020-07-16,,AMEX_PALM,3744,20600
MEMO_PAGO_OPERADOR,763508,2020-02-28,2020-02-28,FRANCES_2012,4000,900
MEMO_PAGO_OPERADOR,774166,2020-04-30,2020-05-07,HSBC_2019,5897,425
MEMO_PAGO_OPERADOR,784949,2020-06-23,2020-06-24,BSR_TARDIA,3031,1776.71
MEMO_PAGO_OPERADOR,816046,2020-11-19,2020-11-20,FRANCES_2012,3369,2900
MEMO_PAGO_OPERADOR,767890,2020-03-04,2020-03-19,BSR_TARDIA,5786,9400
PAGOPOTENCIAL,107727,2020-11-24,,AMEX_TNCM,9130,39514.14
MEMO_PAGO_OPERADOR,867279,2021-07-14,2021-07-15,FRANCES_2012,6639,4100
MEMO_PAGO_OPERADOR,783541,2020-06-16,2020-06-16,FRANCES_2012,9564,2000
MEMO_PAGO_OPERADOR,794796,2020-08-14,2020-08-14,FRANCES_2012,6495,24080
MEMO_PAGO_OPERADOR,794310,2020-08-12,2020-08-14,BSR_TARDIA,6349,2595.1
MEMO_PAGO_OPERADOR,783410,2020-06-12,2020-06-19,HSBC_LEGALES_TEMP,5662,2689
MEMO_PAGO_OPERADOR,819306,2020-12-09,2020-12-10,BSR_TARDIA,1337,4040
MEMO_PAGO_OPERADOR,796361,2020-08-24,2020-08-25,FRANCES_2012,5507,60
MEMO_PAGO_OPERADOR,804256,2020-09-24,2020-09-25,FRANCES_2012,9272,2600
MEMO_PAGO_OPERADOR,752242,2020-01-10,2020-01-13,FRANCES_2012,2261,2400
MEMO_PAGO_OPERADOR,773710,2020-04-28,2020-04-29,FRANCES_2012,5460,3350
MEMO_PAGO_OPERADOR,780311,2020-05-28,2020-06-02,HSBC_2019,5831,4912
MEMO_PAGO_OPERADOR,853308,2021-05-12,2021-05-12,FRANCES_2012,4532,6300
PAGO,1266220,2021-06-30,,BSR_TARDIA,4330,55700
MEMO_PAGO_OPERADOR,794324,2020-08-11,2020-08-12,FRANCES_2012,3785,5500
PAGOPOTENCIAL,87847,2020-04-23,,AMEX_PALM,1237,4100
MEMO_PAGO_OPERADOR,788864,2020-07-14,2020-07-15,FRANCES_2012,3610,8500
MEMO_PAGO_OPERADOR,751137,2020-01-06,2020-01-07,FRANCES_2012,5954,200
MEMO_PAGO_OPERADOR,869149,2021-07-22,2021-07-23,FRANCES_2012,3759,4500
MEMO_PAGO_OPERADOR,788056,2020-07-08,2020-10-27,FRANCES_2012,6791,0
MEMO_PAGO_OPERADOR,830788,2021-01-16,2021-01-18,FRANCES_2012,9388,3500
MEMO_PAGO_OPERADOR,756479,2020-01-27,2020-01-28,FRANCES_2012,9127,60
MEMO_PAGO_OPERADOR,832322,2021-01-20,2021-01-22,FRANCES_2012,3765,2700
PAGOPOTENCIAL,17351,2020-10-20,,AMEX_ALLR,7690,2628
MEMO_PAGO_OPERADOR,755135,2020-01-20,2020-01-21,FRANCES_2012,3287,6400
MEMO_PAGO_OPERADOR,825186,2020-12-27,,FRANCES_2012,1986,0
MEMO_PAGO_OPERADOR,770933,2020-04-14,2020-04-15,FRANCES_2012,9335,2090
PAGOPOTENCIAL,96442,2020-10-05,,HSBC_LEGALES_TEMP,4134,4210
PAGOPOTENCIAL,92478,2020-10-04,,HSBC_LEGALES14,9924,1700
MEMO_PAGO_OPERADOR,808908,2020-10-15,2020-10-16,FRANCES_2012,1605,4300
MEMO_PAGO_OPERADOR,824635,2020-12-22,,FRANCES_2012,6496,0
MEMO_PAGO_OPERADOR,839110,2021-03-05,2021-03-08,FRANCES_2012,5895,8550
MEMO_PAGO_OPERADOR,759431,2020-02-10,2020-02-11,FRANCES_2012,2218,1500
MEMO_PAGO_OPERADOR,852186,2021-05-11,2021-05-11,FRANCES_2012,6853,200
MEMO_PAGO_OPERADOR,766337,2020-03-09,2020-03-11,HSBC_LEGALES_TEMP,3312,1347
MEMO_PAGO_OPERADOR,859756,2021-06-03,2021-06-11,FRANCES_2012,1972,3300
MEMO_PAGO_OPERADOR,825534,2020-12-29,2021-01-04,FRANCES_2012,3958,4000
MEMO_PAGO_OPERADOR,762936,2020-02-27,2020-02-27,FRANCES_2012,9947,7900
OP_BBVA,398,2021-05-21,1900-01-01,FRANCES_2012,6727,55000
MEMO_PAGO_OPERADOR,843763,2021-03-19,2021-03-23,FRANCES_2012,7438,8500
MEMO_PAGO_OPERADOR,798980,2020-08-31,2020-09-01,FRANCES_2012,3577,7975
MEMO_PAGO_OPERADOR,783730,2020-06-16,2020-06-17,FRANCES_2012,1884,1000
PAGOPOTENCIAL,25437,2020-08-07,,AMEX_PALM,5235,5500
MEMO_PAGO_OPERADOR,768724,2020-03-21,2020-03-25,FRANCES_2012,1580,1430
MEMO_PAGO_OPERADOR,766317,2020-03-09,2020-03-10,FRANCES_2012,5907,1784
MEMO_PAGO_OPERADOR,832739,2021-01-21,,FRANCES_2012,1795,0
MEMO_PAGO_OPERADOR,795656,2020-08-20,2020-08-21,BSR_TARDIA,9767,20000
MEMO_PAGO_OPERADOR,805758,2020-10-02,2020-10-06,FRANCES_2012,3828,7600
PAGOPOTENCIAL,112600,2021-02-18,,AMEX_ALHR,3862,16345
MEMO_PAGO_OPERADOR,824252,2020-12-02,2020-12-21,FRANCES_2012,4329,5070
MEMO_PAGO_OPERADOR,866893,2021-07-13,2021-07-13,FRANCES_2012,3805,11033.35
MEMO_PAGO_OPERADOR,806457,2020-10-07,2020-10-09,BSR_TARDIA,4057,8060
MEMO_PAGO_OPERADOR,858630,2021-05-26,2021-05-27,FRANCES_2012,8615,67500
MEMO_PAGO_OPERADOR,866794,2021-07-10,,HSBC_LEGALES_TEMP,9433,0
MEMO_PAGO_OPERADOR,781389,2020-06-03,2020-06-04,FRANCES_2012,7416,4300
MEMO_PAGO_OPERADOR,797878,2020-08-26,2020-08-27,FRANCES_2012,8526,1750
MEMO_PAGO_OPERADOR,764869,2020-03-06,2020-03-09,FRANCES_2012,5021,500
MEMO_PAGO_OPERADOR,799963,2020-09-07,2020-09-08,FRANCES_2012,3196,2800
MEMO_PAGO_OPERADOR,785678,2020-06-26,2020-06-29,FRANCES_2012,2096,4700
MEMO_PAGO_OPERADOR,759867,2020-02-11,2020-02-12,HSBC_LEGALES_TEMP,6480,5492
MEMO_PAGO_OPERADOR,785875,2020-06-26,2020-06-29,FRANCES_2012,9514,5430
MEMO_PAGO_OPERADOR,835945,2021-02-05,2021-02-05,FRANCES_2012,6680,10812
MEMO_PAGO_OPERADOR,779571,2020-05-22,2020-05-26,FRANCES_2012,4386,2470
MEMO_PAGO_OPERADOR,818583,2020-11-30,2020-12-04,BSR_TARDIA,1079,4545.73
MEMO_PAGO_OPERADOR,752476,2020-01-13,2020-10-27,FRANCES_2012,2702,0
MEMO_PAGO_OPERADOR,818130,2020-11-27,2020-11-27,FRANCES_2012,7901,400
MEMO_PAGO_OPERADOR,779381,2020-05-22,2020-05-22,FRANCES_2012,1105,6800
PAGOPOTENCIAL,105958,2020-11-08,,AMEX_PARM,9798,18830.42
MEMO_PAGO_OPERADOR,866620,2021-07-09,2021-07-12,FRANCES_2012,6760,10000
MEMO_PAGO_OPERADOR,790270,2020-07-21,2020-10-27,FRANCES_2012,1743,0
MEMO_PAGO_OPERADOR,805558,2020-10-01,2020-10-01,FRANCES_2012,6716,60000
MEMO_PAGO_OPERADOR,804916,2020-09-29,2020-09-29,FRANCES_2012,9640,1742
MEMO_PAGO_OPERADOR,769662,2020-04-03,2020-04-03,FRANCES_2012,4369,4500
PAGOPOTENCIAL,65823,2020-03-20,,AMEX_PALM,5228,3800
PAGOPOTENCIAL,16875,2020-10-16,,AMEX_QRNM,8917,4000
MEMO_PAGO_OPERADOR,816632,2020-11-24,,FRANCES_2012,3906,0
MEMO_PAGO_OPERADOR,848887,2021-04-21,2021-04-21,FRANCES_2012,9883,14040
MEMO_PAGO_OPERADOR,849842,2021-04-29,2021-04-30,FRANCES_2012,8008,1500
MEMO_PAGO_OPERADOR,837863,2021-02-24,,FRANCES_2012,9908,0
MEMO_PAGO_OPERADOR,790426,2020-07-21,2020-10-27,FRANCES_2012,9030,0
MEMO_PAGO_OPERADOR,760207,2020-02-12,2020-02-13,HSBC_2019,8667,47716
PAGOPOTENCIAL,109162,2020-12-04,,AMEX_PARM,4206,10500
MEMO_PAGO_OPERADOR,781373,2020-06-03,2020-06-04,FRANCES_2012,6909,7610
MEMO_PAGO_OPERADOR,777504,2020-05-13,2020-05-15,FRANCES_2012,7960,2353
PAGOPOTENCIAL,107494,2020-11-15,,AMEX_PARM,7769,75940.75
MEMO_PAGO_OPERADOR,810797,2020-10-28,2020-10-28,BSR_TARDIA,6268,800
MEMO_PAGO_OPERADOR,835659,2021-02-03,2021-02-03,FRANCES_2012,4630,4964
